date,price,ma_200,simplified_mvrv,mvrv_z_score,market_cap,hash_rate,rhodl_proxy,fear_greed_index
2025-04-03,82526.4221526433,,,,1646223252918.75,859547298.1781431,,25
2025-04-03,82526.4221526433,,,,1653673474343.75,859547298.1781431,,25
2025-04-03,82526.4221526433,,,,1653959129062.5,859547298.1781431,,25
2025-04-03,82526.4221526433,,,,1620645481953.125,859547298.1781431,,25
2025-04-03,82526.4221526433,,,,1627043841087.5,859547298.1781431,,25
2025-04-04,83163.98757387721,,,,1651363129650.0,1017884958.3688537,,28
2025-04-04,83163.98757387721,,,,1644186569800.0,1017884958.3688537,,28
2025-04-04,83163.98757387721,,,,1665568902681.25,1017884958.3688537,,28
2025-04-04,83163.98757387721,,,,1625645637612.5,1017884958.3688537,,28
2025-04-04,83163.98757387721,,,,1637958197143.75,1017884958.3688537,,28
2025-04-04,83163.98757387721,,,,1666505453075.0,1017884958.3688537,,28
2025-04-05,83852.00765399594,,,,1661551632981.25,948981343.907835,,30
2025-04-05,83852.00765399594,,,,1662750293387.5,948981343.907835,,30
2025-04-05,83852.00765399594,,,,1658352123381.25,948981343.907835,,30
2025-04-05,83852.00765399594,,,,1652028747900.0,948981343.907835,,30
2025-04-05,83852.00765399594,,,,1646221597546.875,948981343.907835,,30
2025-04-05,83852.00765399594,,,,1647023263265.625,948981343.907835,,30
2025-04-06,83595.88550177493,,,,1655168450203.125,875826848.0097468,,34
2025-04-06,83595.88550177493,,,,1645212859565.625,875826848.0097468,,34
2025-04-06,83595.88550177493,,,,1639087746525.0,875826848.0097468,,34
2025-04-06,83595.88550177493,,,,1580564870296.875,875826848.0097468,,34
2025-04-06,83595.88550177493,,,,1549312193812.5,875826848.0097468,,34
2025-04-07,78211.48358199988,,,,1536477983315.625,875826848.0097468,,23
2025-04-07,78211.48358199988,,,,1512787090100.0,875826848.0097468,,23
2025-04-07,78211.48358199988,,,,1550703903693.75,875826848.0097468,,23
2025-04-07,78211.48358199988,,,,1552517404250.0,875826848.0097468,,23
2025-04-08,79179.29226757778,,,,1572948763534.375,924148329.2792498,,24
2025-04-08,79179.29226757778,,,,1582840635634.375,924148329.2792498,,24
2025-04-08,79179.29226757778,,,,1566949566043.75,924148329.2792498,,24
2025-04-08,79179.29226757778,,,,1577178927028.125,924148329.2792498,,24
2025-04-08,79179.29226757778,,,,1524925119662.5,924148329.2792498,,24
2025-04-09,76329.090356324,,,,1495022285053.125,791264255.7881161,,18
2025-04-09,76329.090356324,,,,1542904827075.0,791264255.7881161,,18
2025-04-09,76329.090356324,,,,1513773975218.75,791264255.7881161,,18
2025-04-09,76329.090356324,,,,1631485472687.5,791264255.7881161,,18
2025-04-09,76329.090356324,,,,1647828951762.5,791264255.7881161,,18
2025-04-10,82622.17029546302,,,,1621854197350.0,869786662.851059,,39
2025-04-10,82622.17029546302,,,,1621266380256.25,869786662.851059,,39
2025-04-10,82622.17029546302,,,,1621492380375.0,869786662.851059,,39
2025-04-10,82622.17029546302,,,,1576481528737.5,869786662.851059,,39
2025-04-11,79596.35732250768,,,,1579804093940.625,893947403.4858105,,25
2025-04-11,79596.35732250768,,,,1599700876528.125,893947403.4858105,,25
2025-04-11,79596.35732250768,,,,1627001790918.75,893947403.4858105,,25
2025-04-11,79596.35732250768,,,,1626513486062.5,893947403.4858105,,25
2025-04-11,79596.35732250768,,,,1663719892343.75,893947403.4858105,,25
2025-04-12,83439.28818043756,,,,1653346200000.0,869786662.851059,,43
2025-04-12,83439.28818043756,,,,1650177993625.0,869786662.851059,,43
2025-04-12,83439.28818043756,,,,1656676798562.5,869786662.851059,,43
2025-04-12,83439.28818043756,,,,1676137898468.75,869786662.851059,,43
2025-04-12,83439.28818043756,,,,1702447561500.0,869786662.851059,,43
2025-04-13,85305.09728392666,,,,1689394259393.75,1038911847.2943201,,45
2025-04-13,85305.09728392666,,,,1681303207306.25,1038911847.2943201,,45
2025-04-13,85305.09728392666,,,,1679167276531.25,1038911847.2943201,,45
2025-04-13,85305.09728392666,,,,1657856019962.5,1038911847.2943201,,45
2025-04-13,85305.09728392666,,,,1683729511209.375,1038911847.2943201,,45
2025-04-13,85305.09728392666,,,,1653980893625.0,1038911847.2943201,,45
2025-04-14,83600.82010054543,,,,1686365752134.375,899987588.6444983,,31
2025-04-14,83600.82010054543,,,,1675912168475.0,899987588.6444983,,31
2025-04-14,83600.82010054543,,,,1677111156912.5,899987588.6444983,,31
2025-04-14,83600.82010054543,,,,1684543471668.75,899987588.6444983,,31
2025-04-14,83600.82010054543,,,,1676829226428.125,899987588.6444983,,31
2025-04-15,84523.4524914945,,,,1692321322709.375,869786662.851059,,38
2025-04-15,84523.4524914945,,,,1700686839718.75,869786662.851059,,38
2025-04-15,84523.4524914945,,,,1702977816421.875,869786662.851059,,38
2025-04-15,84523.4524914945,,,,1683809294081.25,869786662.851059,,38
2025-04-16,83656.49248858042,,,,1660947871462.5,893947403.4858105,,29
2025-04-16,83656.49248858042,,,,1658891109193.75,893947403.4858105,,29
2025-04-16,83656.49248858042,,,,1665509684200.0,893947403.4858105,,29
2025-04-16,83656.49248858042,,,,1689022517250.0,893947403.4858105,,29
2025-04-16,83656.49248858042,,,,1670349514487.5,893947403.4858105,,29
2025-04-17,84105.77942167096,,,,1667042059025.0,924148329.2792498,,30
2025-04-17,84105.77942167096,,,,1667308013250.0,924148329.2792498,,30
2025-04-17,84105.77942167096,,,,1675574545043.75,924148329.2792498,,30
2025-04-17,84105.77942167096,,,,1682014712187.5,924148329.2792498,,30
2025-04-17,84105.77942167096,,,,1684127044668.75,924148329.2792498,,30
2025-04-17,84105.77942167096,,,,1683857058025.0,924148329.2792498,,30
2025-04-18,84930.90857600998,,,,1676698105950.0,821465181.5815556,,33
2025-04-18,84930.90857600998,,,,1676745729725.0,821465181.5815556,,33
2025-04-18,84930.90857600998,,,,1676872766300.0,821465181.5815556,,33
2025-04-18,84930.90857600998,,,,1675927731200.0,821465181.5815556,1.0375812545546295,33
2025-04-19,84433.75017215389,,,,1679787184187.5,847396221.1293446,1.0243515095747777,32
2025-04-19,84433.75017215389,,,,1689642396575.0,847396221.1293446,1.0111239527245115,32
2025-04-19,84433.75017215389,,,,1694534331650.0,847396221.1293446,0.997898583461018,32
2025-04-19,84433.75017215389,,,,1690095132600.0,847396221.1293446,1.0022557078594574,32
2025-04-19,84433.75017215389,,,,1688256722156.25,847396221.1293446,1.0066121117913944,32
2025-04-20,85126.66244301842,,,,1688582354387.5,753499802.4397362,0.9952012917051336,37
2025-04-20,85126.66244301842,,,,1677928807112.5,753499802.4397362,0.9834034286377372,37
2025-04-20,85126.66244301842,,,,1671007701750.0,753499802.4397362,0.9671705753389208,37
2025-04-20,85126.66244301842,,,,1684317801531.25,753499802.4397362,0.950942998235306,37
2025-04-21,85073.16544858096,,,,1725940027012.5,771877846.401681,0.9378090285151094,39
